o,d,flow_in,flow_out
27,919,24,33
27,920,103,118
27,921,409,551
27,922,221,256
27,923,314,476
27,924,93,109
27,926,53,56
27,927,2,2
27,928,162,194
27,929,334,383
27,930,160,163
27,931,458,562
27,932,262,312
27,933,13,17
27,934,30,38
27,936,26,37
27,937,15,19
27,938,644,833
27,939,0,4
27,940,227,392
27,941,632,639
27,942,23600,23898
27,946,13,13
28,8,956,1148
28,11,1491,1538
28,12,8536,8751
28,13,9601,9783
28,14,5435,5539
28,15,1,1
28,19,10529,10720
28,20,4734,4800
28,21,976,1003
28,22,20042,20282
28,23,38911,39518
28,24,100,445
28,25,22258,22544
28,27,14978,15176
28,28,58,60
28,49,278,282
28,50,877,885
28,51,848,856
28,52,6859,6968
28,53,10339,10623
28,54,17457,17786
28,55,44462,45272
28,56,49355,50690
28,58,28907,29300
28,60,10703,10827
28,61,37765,38347
28,63,25119,25508
28,65,3993,4301
28,66,8053,8289
28,67,6100,6214
28,68,6,28
28,70,12,108
28,98,33652,34019
28,99,178681,182048
28,102,17621,17923
28,103,7,79
28,127,36340,37003
28,128,119404,121814
28,129,38439,39218
28,130,64815,66015
28,132,21231,21697
28,133,503,506
28,480,65,69
28,481,56,57
28,483,124,136
28,511,5,6
28,512,4,7
28,514,16,19
28,516,39,41
28,518,119,122
28,519,59,66
28,521,108,113
28,524,26,26
28,525,22,23
28,526,75,76
28,527,223,231
28,528,5426,5632
28,832,43470,44225
28,856,969,1130
28,857,3477,5632
28,859,4312,10423
28,860,224,885
28,862,819,6847
28,863,37941,39522
28,877,1941,3389
28,879,361,2301
28,882,1100,3183
28,883,324,729
28,884,257,2108
28,885,11,178
28,886,61,464
28,887,391,2453
28,888,28,178
28,889,97,574
28,890,138,1304
28,892,8198,8328
28,894,8892,9228
28,895,3638,3713
28,896,19146,19770
28,900,110,392
28,901,165,265
28,902,18,74
28,903,425,554
28,906,6211,7163
28,907,5683,5940
28,908,984,1153
28,909,680,884
28,910,1177,1449
28,911,1865,1922
28,913,20,327
28,914,2,7
28,915,1,2
28,916,2,4
28,917,273,387
28,918,195,226
28,919,78,86
28,920,184,206
28,921,861,1098
28,922,901,976
28,923,739,1028
28,924,227,247
28,926,134,146
28,927,7,9
28,928,246,318
28,929,1018,1200
28,930,433,475
28,931,1562,1936
28,932,685,839
28,933,11,13
28,934,61,68
28,936,61,69
28,937,36,39
28,938,1051,1407
28,939,0,6
28,940,585,958
28,941,1913,1975
28,942,98130,100368
28,946,39,40
47,8,0,1
47,15,0,1
47,67,0,3
47,70,0,1
47,132,0,1
47,932,0,1
48,8,14,17
48,11,7,7
48,12,19,19
48,13,13,14
48,14,10,10
48,15,2,2
48,19,12,12
48,20,7,7
48,21,9,9
48,22,13,13
48,23,54,54
48,25,21,21
48,27,76,76
48,28,203,205
48,49,29634,29824
48,50,37120,37303
48,51,53139,53390
48,52,321993,322988
48,53,193913,195245
48,54,23825,23990
48,55,84499,85646
48,56,13,13
48,58,19,19
48,60,36,36
48,61,43,43
48,63,23,23
48,65,4,4
48,66,10,10
48,67,31,45
48,70,0,1
48,98,44,47
48,99,306,310
48,102,23,24
48,103,0,1
48,127,51,53
48,128,282,285
48,129,722,725
48,130,154,154
48,132,860,870
48,133,334314,336365
48,480,3,3
48,481,3,3
48,483,2,4
48,511,1,1
48,512,0,1
48,516,2,2
48,518,5,5
48,519,2,2
48,521,6,6
48,524,2,2
48,525,2,2
48,526,1,1
48,527,1,2
48,528,68,68
48,832,110,111
48,856,8,9
48,857,6,11
48,859,9,20
48,860,0,1
48,862,1,8
48,863,130,134
48,877,2,2
48,879,2,3
48,882,1,2
48,884,0,9
48,887,0,1
48,889,1,5
48,890,0,2
48,892,20,20
48,894,16,16
48,895,1,1
48,896,104,104
48,900,5,12
48,901,5,7
48,902,0,1
48,903,11,12
48,906,89,102
48,907,64,67
48,908,18,18
48,909,6,9
48,910,35,38
48,911,32,34
48,914,0,2
48,917,1,1
48,918,3,3
48,921,5,6
48,922,2,2
48,923,5,7
48,924,4,4
48,928,7,9
48,929,24,25
48,930,11,12
48,931,15,19
48,932,9,12
48,938,3,5
48,940,9,12
48,941,11,11
48,942,460,466
49,8,19,26
49,11,9,9
49,12,18,19
49,13,10,12
49,14,5,5
49,19,17,18
49,20,9,9
49,21,32,33
49,22,34,34
49,23,56,58
49,24,0,2
49,25,27,27
49,27,138,139
49,28,229,234
49,49,51,51
49,50,10659,10775
49,51,24641,24880
49,52,45329,45984
49,53,24370,24799
49,54,13021,13215
49,55,37190,37763
49,56,9,9
49,58,20,20
49,60,57,57
49,61,54,54
49,63,65,67
49,65,44,45
49,66,22,22
49,67,41,64
49,70,0,3
49,98,49,53
49,99,431,440
49,102,14,15
49,103,1,1
49,127,129,130
49,128,160,162
49,129,377,382
49,130,262,264
49,132,543,557
49,133,2093602,2112430
49,480,7,8
49,481,3,3
49,483,10,10
49,512,1,1
49,514,3,4
49,518,3,3
49,519,4,4
49,521,4,4
49,524,1,1
49,525,2,2
49,526,6,6
49,527,7,7
49,528,110,114
49,832,106,107
49,856,12,12
49,857,16,24
49,859,11,21
49,860,0,1
49,862,2,25
49,863,167,172
49,877,4,5
49,879,0,1
49,882,1,4
49,884,1,2
49,885,0,1
49,886,0,1
49,887,1,4
49,888,0,1
49,889,0,4
49,890,0,43
49,892,23,24
49,894,37,39
49,895,19,19
49,896,229,230
49,900,2,8
49,901,3,5
49,902,5,6
49,903,9,13
49,906,98,106
49,907,41,42
49,908,12,14
49,909,8,10
49,910,47,57
49,911,68,70
49,913,0,3
49,916,1,2
49,917,4,4
49,918,1,1
49,919,1,1
49,920,2,2
49,921,7,8
49,922,7,7
49,923,5,10
49,928,12,16
49,929,45,54
49,930,9,10
49,931,37,45
49,932,9,11
49,938,2,5
49,940,11,18
49,941,18,18
49,942,786,802
49,946,2,2
50,8,113,130
50,11,32,34
50,12,109,110
50,13,116,119
50,14,64,66
50,15,2,2
50,19,51,51
50,20,27,27
50,21,78,79
50,22,189,190
50,23,209,215
50,24,0,1
50,25,97,98
50,27,428,433
50,28,939,955
50,49,16336,16574
50,50,1201,1218
50,51,29069,29568
50,52,188256,194002
50,53,63598,64763
50,54,73798,74958
50,55,91014,93028
50,56,67,71
50,58,99,100
50,60,335,339
50,61,322,327
50,63,431,436
50,65,72,72
50,66,133,140
50,67,311,337
50,68,3,4
50,70,2,9
50,98,263,266
50,99,2004,2029
50,102,94,96
50,103,3,8
50,127,643,653
50,128,891,905
50,129,1132,1148
50,130,626,635
50,132,1767,1813
50,133,1572392,1591034
50,480,15,16
50,481,19,20
50,483,45,48
50,512,2,3
50,514,4,6
50,516,9,9
50,518,94,99
50,519,28,29
50,521,17,18
50,524,13,14
50,525,15,15
50,526,39,41
50,527,29,30
50,528,950,981
50,832,384,394
50,856,18,20
50,857,33,54
50,859,82,132
50,860,4,18
50,862,14,56
50,863,785,823
50,877,31,49
50,879,4,9
50,882,5,11
50,883,4,5
50,884,5,13
50,887,11,22
50,889,2,4
50,890,2,14
50,892,62,64
50,894,76,76
50,895,36,37
50,896,1330,1347
50,900,24,69
50,901,40,94
50,902,3,5
50,903,125,151
50,906,383,494
50,907,320,337
50,908,102,124
50,909,55,72
50,910,505,586
50,911,605,615
50,913,5,13
50,914,1,3
50,915,1,1
50,916,12,14
50,917,15,30
50,918,5,6
50,919,8,9
50,920,14,14
50,921,37,42
50,922,11,13
50,923,30,39
50,924,7,11
50,926,1,1
50,928,95,110
50,929,308,350
50,930,89,98
50,931,274,327
50,932,115,136
50,933,0,1
50,934,7,10
50,936,1,1
50,938,49,69
50,940,94,154
50,941,52,53
50,942,2808,2849
51,8,39,47
51,11,9,9
51,12,38,38
51,13,69,69
51,14,26,27
51,15,1,1
51,19,36,36
51,20,30,31
51,21,67,67
51,22,278,281
51,23,319,321
51,24,1,2
51,25,105,106
51,27,434,436
51,28,834,843
51,49,35933,36458
51,50,35803,36131
51,51,228,228
51,52,116990,117629
51,53,65030,65580
51,54,73268,73769
51,55,31447,31828
51,56,70,73
51,58,439,441
51,60,750,752
51,61,267,270
51,63,390,390
51,65,81,82
51,66,92,95
51,67,228,238
51,68,4,7
51,70,3,5
51,98,406,411
51,99,2071,2084
51,102,140,140
51,103,1,2
51,127,1184,1189
51,128,1754,1765
51,129,2059,2073
51,130,676,680
51,132,1446,1461
51,133,2173612,2192161
51,480,25,26
51,481,26,26
51,483,49,49
51,511,3,3
51,512,2,3
51,514,2,3
51,516,49,52
51,518,67,69
51,519,34,38
51,521,24,25
51,522,0,1
51,524,5,5
51,525,17,20
51,526,36,36
51,527,7,7
51,528,194,201
51,832,582,587
51,856,16,18
51,857,34,44
51,859,39,71
51,860,1,5
51,862,46,93
51,863,1227,1257
51,877,40,52
51,879,5,12
51,882,6,8
51,883,2,4
51,884,18,27
51,885,0,1
51,886,0,6
51,887,14,29
51,888,3,5
51,889,11,17
51,890,6,14
51,892,59,60
51,894,87,87
51,895,92,94
51,896,456,457
51,900,18,37
51,901,9,14
51,902,7,12
51,903,21,25
51,906,158,176
51,907,128,130
51,908,60,67
51,909,36,42
51,910,376,422
51,911,578,592
51,913,3,10
51,914,0,2
51,915,2,3
51,916,6,11
51,917,12,14
51,918,4,5
51,920,17,17
51,921,27,35
51,922,5,5
51,923,33,40
51,924,8,9
51,926,1,1
51,928,76,91
51,929,205,221
51,930,50,53
51,931,110,116
51,932,40,47
51,934,6,7
51,936,2,2
51,937,2,2
51,938,67,73
51,940,73,103
51,941,70,73
51,942,1931,1946
52,8,183,220
52,11,82,85
52,12,374,394
52,13,248,252
52,14,223,225
52,15,5,5
52,19,277,281
52,20,181,184
52,21,161,164
52,22,1254,1270
52,23,1841,1877
52,24,57,84
52,25,791,795
52,27,3073,3102
52,28,7278,7371
52,49,67773,74218
52,50,191191,201039
52,51,123121,127247
52,52,667,677
52,53,68962,69471
52,54,119831,120462
52,55,131165,132259
52,56,3271,3340
52,58,5247,5286
52,60,4841,4876
52,61,1577,1589
52,63,1615,1640
52,65,223,225
52,66,916,933
52,67,1026,1053
52,68,1,7
52,70,11,21
52,98,2601,2625
52,99,9627,9778
52,102,3642,3670
52,103,45,60
52,127,5194,5230
52,128,3691,3721
52,129,1663,1684
52,130,7660,7727
52,132,5584,5645
52,133,1314944,1399122
52,480,49,53
52,481,58,60
52,483,128,133
52,511,4,4
52,512,7,7
52,514,9,10
52,516,30,32
52,518,97,101
52,519,48,52
52,521,33,35
52,522,1,1
52,524,9,9
52,525,32,33
52,526,62,63
52,527,48,49
52,528,798,811
52,832,4710,4760
52,856,84,94
52,857,431,597
52,859,361,800
52,860,12,67
52,862,97,545
52,863,5637,5819
52,877,129,182
52,879,27,206
52,882,74,214
52,883,36,62
52,884,26,235
52,885,1,6
52,886,5,19
52,887,71,383
52,888,6,15
52,889,26,105
52,890,37,382
52,892,473,478
52,894,876,892
52,895,471,477
52,896,5922,5987
52,900,45,148
52,901,34,50
52,902,14,22
52,903,140,178
52,906,620,695
52,907,496,522
52,908,273,304
52,909,180,218
52,910,1830,2202
52,911,1830,1870
52,913,9,27
52,914,0,3
52,915,1,3
52,916,13,16
52,917,26,44
52,918,36,39
52,919,11,11
52,920,19,20
52,921,110,127
52,922,70,76
52,923,65,80
52,924,12,12
52,926,10,12
52,927,1,1
52,928,250,268
52,929,440,495
52,930,118,123
52,931,335,400
52,932,142,183
52,933,7,7
52,934,45,54
52,936,9,9
52,937,2,3
52,938,132,156
52,939,0,1
52,940,202,302
52,941,197,198
52,942,9112,9228
53,8,1139,1319
53,11,291,299
53,12,806,828
53,13,920,928
53,14,753,767
53,15,4,5
53,19,843,861
53,20,336,338
53,21,1355,1393
53,22,1664,1681
53,23,3078,3132
53,24,9,41
53,25,2058,2082
53,27,8586,8659
53,28,18528,18863
53,49,57107,57538
53,50,66670,67324
53,51,70364,70861
53,52,81459,82155
53,53,154,154
53,54,14446,16038
53,55,108488,109640
53,56,8332,8714
53,58,6625,6712
53,60,5062,5144
53,61,1734,1757
53,63,2980,3005
53,65,344,349
53,66,2602,2669
53,67,631,642
53,68,6,25
53,70,8,89
53,98,4182,4246
53,99,12558,12861
53,102,13626,13709
53,103,3,43
53,127,4622,4672
53,128,4035,4085
53,129,4258,4324
53,130,13967,14123
53,132,3076,3136
53,133,596369,601864
53,480,401,405
53,481,228,248
53,483,607,659
53,511,9,10
53,512,16,19
53,514,36,44
53,516,82,94
53,518,572,595
53,519,252,281
53,521,243,249
53,522,2,2
53,524,61,63
53,525,187,196
53,526,344,360
53,527,267,283
53,528,3867,3984
53,832,5468,5538
53,856,109,129
53,857,358,584
53,859,594,1534
53,860,32,140
53,862,72,1054
53,863,6235,6468
53,877,316,494
53,879,38,174
53,882,150,465
53,883,94,158
53,884,61,305
53,885,0,14
53,886,15,79
53,887,70,323
53,888,3,15
53,889,6,60
53,890,6,313
53,892,815,821
53,894,1446,1471
53,895,1176,1195
53,896,3194,3235
53,900,420,1068
53,901,419,554
53,902,48,128
53,903,534,658
53,906,6061,7014
53,907,6286,6566
53,908,2556,2986
53,909,2163,2583
53,910,15725,18983
53,911,16523,16971
53,913,20,121
53,914,14,28
53,915,2,12
53,916,30,58
53,917,252,366
53,918,499,537
53,919,56,61
53,920,140,158
53,921,741,956
53,922,339,383
53,923,368,497
53,924,190,205
53,926,176,189
53,927,4,4
53,928,1293,1518
53,929,5014,5578
53,930,886,976
53,931,3412,4087
53,932,1677,2020
53,933,10,11
53,934,56,60
53,936,69,98
53,937,13,13
53,938,755,1033
53,939,1,9
53,940,1524,2502
53,941,134,136
53,942,4359,4411
53,946,32,32
54,8,1644,1903
54,11,454,468
54,12,1012,1044
54,13,1292,1324
54,14,1155,1179
54,15,14,14
54,19,1368,1407
54,20,643,669
54,21,2409,2502
54,22,3138,3200
54,23,4950,5070
54,24,10,56
54,25,2848,2926
54,27,10475,10766
54,28,26780,28045
54,49,24752,25218
54,50,85291,86899
54,51,81358,82505
54,52,140236,142914
54,53,19457,22435
54,54,387,391
54,55,68794,69601
54,56,16863,17655
54,58,13879,14187
54,60,9104,9406
54,61,2516,2558
54,63,6743,6920
54,65,939,957
54,66,4360,4507
54,67,802,821
54,68,24,40
54,70,22,126
54,98,7433,7602
54,99,14905,15372
54,102,22153,22724
54,103,15,102
54,127,7884,8111
54,128,8974,9247
54,129,10451,10756
54,130,23940,24473
54,132,3292,3367
54,133,914545,931694
54,480,761,815
54,481,374,402
54,483,1370,1467
54,511,8,8
54,512,29,36
54,514,48,56
54,516,216,233
54,518,1031,1096
54,519,499,551
54,521,559,578
54,524,134,138
54,525,386,400
54,526,566,596
54,527,586,626
54,528,5434,5638
54,832,9414,9664
54,856,185,203
54,857,841,1294
54,859,806,2249
54,860,18,144
54,862,106,2025
54,863,12766,13201
54,877,973,1315
54,879,66,368
54,882,418,991
54,883,330,1028
54,884,103,986
54,885,7,40
54,886,12,135
54,887,127,816
54,888,11,47
54,889,12,149
54,890,62,481
54,892,960,1007
54,894,4433,4610
54,895,3418,3549
54,896,3483,3634
54,900,616,1604
54,901,538,756
54,902,65,165
54,903,514,657
54,906,7232,8239
54,907,5840,6196
54,908,2002,2384
54,909,2386,3004
54,910,26059,30991
54,911,22761,23703
54,913,28,267
54,914,5,20
54,915,7,10
54,916,132,187
54,917,350,504
54,918,587,662
54,919,154,167
54,920,263,296
54,921,1009,1341
54,922,595,649
54,923,728,970
54,924,244,272
54,926,130,145
54,927,1,1
54,928,1801,2227
54,929,7624,8576
54,930,1233,1394
54,931,5650,7032
54,932,2487,3037
54,933,12,18
54,934,155,175
54,936,53,81
54,937,20,23
54,938,1137,1468
54,939,6,79
54,940,2032,3441
54,941,117,122
54,942,1288,1334
54,946,24,28
55,8,4066,5176
55,11,1899,2005
55,12,5005,5247
55,13,3811,3986
55,14,2724,2872
55,15,21,21
55,19,2702,2833
55,20,1740,1843
55,21,4798,5127
55,22,4712,5074
55,23,11138,11828
55,24,14,89
55,25,3709,3892
55,27,10743,11374
55,28,34668,38214
55,49,35821,37345
55,50,50567,52807
55,51,16516,17516
55,52,76572,81547
55,53,66434,74067
55,54,43771,48338
55,55,146,150
55,56,37865,47356
55,58,19603,21008
55,60,12082,13528
55,61,1925,2036
55,63,826,874
55,65,104,109
55,66,60,67
55,67,90,108
55,68,28,75
55,70,20,221
55,98,19720,20979
55,99,12969,13651
55,102,27045,28897
55,103,10,252
55,127,9086,9781
55,128,14579,15199
55,129,7436,7947
55,130,32529,34119
55,132,5846,6113
55,133,873974,926451
55,480,909,971
55,481,912,1056
55,483,1911,2118
55,511,35,45
55,512,65,83
55,514,93,197
55,516,429,477
55,518,1894,2125
55,519,791,896
55,521,886,972
55,522,19,23
55,524,313,353
55,525,630,684
55,526,1527,1646
55,527,1175,1258
55,528,36228,38541
55,832,13115,13993
55,856,375,447
55,857,1704,2714
55,859,883,2664
55,860,24,246
55,862,128,1702
55,863,80544,87683
55,877,1517,4686
55,879,115,750
55,882,65,1062
55,883,122,333
55,884,83,1733
55,885,4,43
55,886,17,352
55,887,110,1401
55,888,8,81
55,889,17,369
55,890,95,1747
55,892,2544,2700
55,894,1324,1408
55,895,527,587
55,896,1577,1694
55,900,770,3263
55,901,493,1737
55,902,68,656
55,903,2041,3071
55,906,3931,5224
55,907,3949,4302
55,908,1972,2417
55,909,2760,3354
55,910,28699,39966
55,911,23243,24810
55,913,47,442
55,914,21,84
55,915,12,23
55,916,387,678
55,917,524,892
55,918,969,1219
55,919,244,315
55,920,457,580
55,921,3860,5078
55,922,1339,1613
55,923,1459,2361
55,924,1654,1977
55,926,1832,1982
55,927,28,36
55,928,1832,2522
55,929,10093,12108
55,930,1935,2123
55,931,12064,15496
55,932,3464,4873
55,933,76,91
55,934,1022,1291
55,936,280,392
55,937,107,138
55,938,15074,21663
55,939,2,38
55,940,2126,4911
55,941,24,31
55,942,110,125
56,8,765,1064
56,11,209,225
56,12,1402,1468
56,13,1091,1123
56,14,419,443
56,15,1,1
56,19,558,580
56,20,211,221
56,21,136,146
56,22,674,707
56,23,2181,2320
56,24,7,15
56,25,1111,1155
56,27,20255,21769
56,28,59236,63403
56,49,26,28
56,50,81,89
56,51,229,244
56,52,3513,4615
56,53,7260,7980
56,54,12320,14577
56,55,63886,73623
56,56,1395,1405
56,57,756312,851420
56,58,23,25
56,59,1145770,1299937
56,60,35,35
56,61,355737,363185
56,63,411699,419543
56,65,50567,52744
56,66,119146,123169
56,67,168900,174910
56,68,4,14
56,70,0,22
56,98,2394,2486
56,99,25543,33651
56,102,82,85
56,103,0,15
56,127,152295,157252
56,128,62225,63972
56,129,25847,27527
56,130,55122,56271
56,132,5967,6859
56,133,228,243
56,480,14,16
56,481,13,14
56,483,39,59
56,511,7,8
56,512,3,4
56,514,4,5
56,516,21,22
56,518,21,44
56,519,17,18
56,521,80,89
56,522,1,2
56,524,19,21
56,525,12,14
56,526,119,133
56,527,489,514
56,528,17604,18260
56,832,6765,7659
56,856,61,81
56,857,497,844
56,859,549,1758
56,860,12,52
56,862,28,466
56,863,29930,30676
56,877,74,224
56,879,11,91
56,882,68,254
56,883,21,47
56,884,14,186
56,885,2,35
56,886,0,60
56,887,30,214
56,888,0,9
56,889,4,127
56,890,2,609
56,892,614,671
56,894,1906,2157
56,895,803,880
56,896,5308,7942
56,900,110,528
56,901,279,608
56,902,29,245
56,903,545,704
56,906,1355,1805
56,907,622,674
56,908,166,204
56,909,82,107
56,910,159,209
56,911,241,281
56,913,3,65
56,915,0,1
56,916,0,1
56,917,48,70
56,918,23,28
56,919,25,30
56,920,27,29
56,921,191,261
56,922,205,247
56,923,98,159
56,924,69,90
56,926,102,195
56,927,1,1
56,928,145,302
56,929,306,582
56,930,95,116
56,931,312,465
56,932,218,275
56,933,6,6
56,934,31,84
56,936,12,26
56,937,4,5
56,938,809,5046
56,939,0,1
56,940,112,196
56,941,27624,29256
56,942,1218894,1278939
56,946,1,1
57,56,733955,741457
57,102,205642,207459
58,8,236,303
58,11,129,130
58,12,918,932
58,13,766,781
58,14,550,556
58,19,556,565
58,20,457,461
58,21,140,141
58,22,1470,1473
58,23,3015,3043
58,24,16,38
58,25,1075,1080
58,27,11286,11474
58,28,38111,38932
58,49,32,32
58,50,129,129
58,51,640,645
58,52,5459,5580
58,53,6173,6264
58,54,10287,10387
58,55,33490,33826
58,56,11,11
58,58,51,52
58,59,21404,21459
58,60,9,9
58,61,131600,131812
58,63,204836,205614
58,65,21168,21726
58,66,46532,47279
58,67,30721,31389
58,68,1,5
58,70,0,10
58,98,2919,2931
58,99,25828,26647
58,102,13,13
58,103,0,14
58,127,38912,39171
58,128,22979,23036
58,129,17585,17722
58,130,19549,19623
58,132,8873,8909
58,133,83,84
58,480,13,13
58,481,8,11
58,483,33,35
58,511,2,2
58,512,1,2
58,514,6,7
58,516,12,15
58,518,30,33
58,519,11,12
58,521,22,22
58,522,1,1
58,524,4,4
58,525,6,7
58,526,27,29
58,527,69,71
58,528,1886,1955
58,832,8192,8265
58,856,63,71
58,857,432,671
58,859,351,858
58,860,10,70
58,862,203,679
58,863,5650,5802
58,877,221,354
58,879,31,105
58,882,79,194
58,883,13,29
58,884,21,128
58,885,2,20
58,886,2,31
58,887,117,355
58,888,1,12
58,889,18,62
58,890,42,231
58,892,731,747
58,894,1503,1539
58,895,471,509
58,896,4352,4695
58,900,24,74
58,901,37,72
58,902,7,20
58,903,168,229
58,906,1378,1567
58,907,691,713
58,908,139,169
58,909,70,92
58,910,135,173
58,911,216,223
58,913,17,55
58,916,1,1
58,917,23,39
58,918,12,16
58,919,8,10
58,920,43,44
58,921,82,112
58,922,82,91
58,923,43,69
58,924,31,35
58,926,12,14
58,927,1,1
58,928,42,53
58,929,164,190
58,930,60,69
58,931,228,282
58,932,111,138
58,933,2,2
58,934,13,28
58,936,2,3
58,937,20,23
58,938,134,278
58,940,53,91
58,941,8449,8726
58,942,179986,185398
59,56,1289978,1300654
59,58,10481,10558
59,102,340541,343244
60,8,226,258
60,11,80,84
60,12,414,428
60,13,1003,1018
60,14,666,673
60,15,2,2
60,19,488,494
60,20,303,307
60,21,230,232
60,22,2146,2171
60,23,2512,2533
60,24,8,19
60,25,1076,1080
60,27,8845,8908
60,28,10969,11084
60,49,101,101
60,50,484,488
60,51,977,986
60,52,6561,6602
60,53,5861,5966
60,54,8996,9113
60,55,22510,22780
60,56,21,22
60,58,8,8
60,60,45,45
60,61,57030,57330
60,63,146663,147791
60,65,147461,149581
60,66,45687,46495
60,67,63223,64060
60,68,2,5
60,70,4,14
60,98,3006,3046
60,99,25127,25325
60,102,4,4
60,103,0,2
60,127,6947,7083
60,128,35991,36269
60,129,16027,16197
60,130,6359,6427
60,132,14005,14133
60,133,183,185
60,480,31,31
60,481,43,44
60,483,77,80
60,511,1,2
60,512,3,4
60,514,5,5
60,516,12,12
60,518,138,153
60,519,46,47
60,521,76,77
60,522,1,1
60,524,16,16
60,525,35,35
60,526,129,132
60,527,92,95
60,528,1720,1771
60,832,6896,6956
60,856,102,114
60,857,429,538
60,859,344,614
60,860,24,77
60,862,106,343
60,863,3654,3789
60,877,377,565
60,879,53,134
60,880,3,4
60,882,106,184
60,883,31,51
60,884,69,187
60,885,3,7
60,886,56,93
60,887,321,510
60,888,6,23
60,889,88,132
60,890,34,103
60,892,983,996
60,894,804,822
60,895,477,489
60,896,3166,3206
60,900,54,145
60,901,76,121
60,902,13,36
60,903,269,328
60,906,2350,2829
60,907,1879,1986
60,908,363,405
60,909,241,284
60,910,354,444
60,911,775,781
60,913,1,10
60,914,3,3
60,917,19,21
60,918,30,33
60,919,5,8
60,920,39,41
60,921,248,310
60,922,73,81
60,923,155,177
60,924,38,39
60,926,21,21
60,927,1,1
60,928,111,141
60,929,427,474
60,930,146,154
60,931,565,665
60,932,229,271
60,933,4,5
60,934,5,5
60,936,9,11
60,937,7,7
60,938,134,168
60,940,281,411
60,941,24309,24728
60,942,172329,175317
60,946,3,4
61,8,211,264
61,11,299,401
61,12,1333,1515
61,13,1321,1469
61,14,833,930
61,15,2,2
61,19,1400,1582
61,20,874,974
61,21,199,221
61,22,3564,4043
61,23,6135,6959
61,24,30,93
61,25,4870,5449
61,27,16454,18760
61,28,31489,36050
61,49,94,106
61,50,240,263
61,51,228,249
61,52,1291,1467
61,53,1399,1563
61,54,1615,1853
61,55,2169,2602
61,56,266912,301289
61,58,102856,114033
61,60,35932,38465
61,61,25,25
61,63,6,6
61,66,1,1
61,67,1,1
61,68,0,3
61,70,4,46
61,98,6273,7038
61,99,22357,24887
61,102,222253,250656
61,103,0,3
61,127,3084,3318
61,128,8896,10239
61,129,3611,4021
61,130,3041,3332
61,132,2587,2917
61,133,141,150
61,480,49,59
61,481,14,14
61,483,66,73
61,511,3,3
61,512,1,1
61,514,4,6
61,516,15,15
61,518,52,62
61,519,40,41
61,521,50,52
61,524,6,7
61,525,29,33
61,526,56,61
61,527,69,76
61,528,1202,1419
61,832,11929,13355
61,856,146,168
61,857,647,1038
61,859,782,1685
61,860,48,179
61,862,123,918
61,863,6432,7489
61,877,403,586
61,879,152,580
61,882,246,594
61,883,60,162
61,884,76,466
61,885,5,42
61,886,59,270
61,887,163,521
61,888,8,41
61,889,22,93
61,890,20,252
61,892,1551,1711
61,894,1211,1349
61,895,377,427
61,896,3128,3538
61,900,29,132
61,901,112,147
61,902,6,23
61,903,156,217
61,906,653,847
61,907,746,837
61,908,647,907
61,909,159,213
61,910,338,422
61,911,495,550
61,913,6,43
61,914,1,1
61,915,1,1
61,916,0,1
61,917,39,64
